Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0719,Diancie,Rock Fairy,6,600,50,100,150,100,150,50
0719,Diancie Mega Diancie,Rock Fairy,6,700,50,160,110,160,110,110
0720,Hoopa Hoopa Confined,Psychic Ghost,6,600,80,110,60,150,130,70
0720,Hoopa Hoopa Unbound,Psychic Dark,6,680,80,160,60,170,130,80
0721,Volcanion,Fire Water,6,600,80,110,120,130,90,70
0722,Rowlet,Grass Flying,7,320,68,55,55,50,50,42
0723,Dartrix,Grass Flying,7,420,78,75,75,70,70,52
0724,Decidueye,Grass Ghost,7,530,78,107,75,100,100,70
0724,Decidueye Hisuian Decidueye,Grass Fighting,7,530,88,112,80,95,95,60
0725,Litten,Fire,7,320,45,65,40,60,40,70
0726,Torracat,Fire,7,420,65,85,50,80,50,90
0727,Incineroar,Fire Dark,7,530,95,115,90,80,90,60
0728,Popplio,Water,7,320,50,54,54,66,56,40
0729,Brionne,Water,7,420,60,69,69,91,81,50
0730,Primarina,Water Fairy,7,530,80,74,74,126,116,60
0731,Pikipek,Normal Flying,7,265,35,75,30,30,30,65
0732,Trumbeak,Normal Flying,7,355,55,85,50,40,50,75
0733,Toucannon,Normal Flying,7,485,80,120,75,75,75,60
0734,Yungoos,Normal,7,253,48,70,30,30,30,45
0735,Gumshoos,Normal,7,418,88,110,60,55,60,45
0736,Grubbin,Bug,7,300,47,62,45,55,45,46
0737,Charjabug,Bug Electric,7,400,57,82,95,55,75,36
0738,Vikavolt,Bug Electric,7,500,77,70,90,145,75,43
0739,Crabrawler,Fighting,7,338,47,82,57,42,47,63
0740,Crabominable,Fighting Ice,7,478,97,132,77,62,67,43
0741,Oricorio Baile Style,Fire Flying,7,476,75,70,70,98,70,93
0741,Oricorio Pom-Pom Style,Electric Flying,7,476,75,70,70,98,70,93
0741,Oricorio Pa'u Style,Psychic Flying,7,476,75,70,70,98,70,93
0741,Oricorio Sensu Style,Ghost Flying,7,476,75,70,70,98,70,93
0742,Cutiefly,Bug Fairy,7,304,40,45,40,55,40,84
0743,Ribombee,Bug Fairy,7,464,60,55,60,95,70,124
0744,Rockruff,Rock,7,280,45,65,40,30,40,60
0744,Rockruff Own Tempo Rockruff,Rock,7,280,45,65,40,30,40,60
0745,Lycanroc Midday Form,Rock,7,487,75,115,65,55,65,112
0745,Lycanroc Midnight Form,Rock,7,487,85,115,75,55,75,82
0745,Lycanroc Dusk Form,Rock,7,487,75,117,65,55,65,110
0746,Wishiwashi Solo Form,Water,7,175,45,20,20,25,25,40
0746,Wishiwashi School Form,Water,7,620,45,140,130,140,135,30
0747,Mareanie,Poison Water,7,305,50,53,62,43,52,45
0748,Toxapex,Poison Water,7,495,50,63,152,53,142,35
0749,Mudbray,Ground,7,385,70,100,70,45,55,45
0750,Mudsdale,Ground,7,500,100,125,100,55,85,35
0751,Dewpider,Water Bug,7,269,38,40,52,40,72,27
0752,Araquanid,Water Bug,7,454,68,70,92,50,132,42
0753,Fomantis,Grass,7,250,40,55,35,50,35,35
0754,Lurantis,Grass,7,480,70,105,90,80,90,45
0755,Morelull,Grass Fairy,7,285,40,35,55,65,75,15
0756,Shiinotic,Grass Fairy,7,405,60,45,80,90,100,30
0757,Salandit,Poison Fire,7,320,48,44,40,71,40,77
0758,Salazzle,Poison Fire,7,480,68,64,60,111,60,117
0759,Stufful,Normal Fighting,7,340,70,75,50,45,50,50
0760,Bewear,Normal Fighting,7,500,120,125,80,55,60,60
0761,Bounsweet,Grass,7,210,42,30,38,30,38,32
0762,Steenee,Grass,7,290,52,40,48,40,48,62
0763,Tsareena,Grass,7,510,72,120,98,50,98,72
0764,Comfey,Fairy,7,485,51,52,90,82,110,100
0765,Oranguru,Normal Psychic,7,490,90,60,80,90,110,60
0766,Passimian,Fighting,7,490,100,120,90,40,60,80
0767,Wimpod,Bug Water,7,230,25,35,40,20,30,80
0768,Golisopod,Bug Water,7,530,75,125,140,60,90,40
0769,Sandygast,Ghost Ground,7,320,55,55,80,70,45,15
0770,Palossand,Ghost Ground,7,480,85,75,110,100,75,35
0771,Pyukumuku,Water,7,410,55,60,130,30,130,5
0772,Type: Null,Normal,7,534,95,95,95,95,95,59
0773,Silvally,Normal,7,570,95,95,95,95,95,95
0774,Minior Meteor Form,Rock Flying,7,440,60,60,100,60,100,60
0774,Minior Core Form,Rock Flying,7,500,60,100,60,100,60,120
0775,Komala,Normal,7,480,65,115,65,75,95,65
0776,Turtonator,Fire Dragon,7,485,60,78,135,91,85,36
0777,Togedemaru,Electric Steel,7,435,65,98,63,40,73,96
0778,Mimikyu,Ghost Fairy,7,476,55,90,80,50,105,96
0779,Bruxish,Water Psychic,7,475,68,105,70,70,70,92
0780,Drampa,Normal Dragon,7,485,78,60,85,135,91,36
0781,Dhelmise,Ghost Grass,7,517,70,131,100,86,90,40
0782,Jangmo-o,Dragon,7,300,45,55,65,45,45,45
0783,Hakamo-o,Dragon Fighting,7,420,55,75,90,65,70,65
0784,Kommo-o,Dragon Fighting,7,600,75,110,125,100,105,85
0785,Tapu Koko,Electric Fairy,7,570,70,115,85,95,75,130
0786,Tapu Lele,Psychic Fairy,7,570,70,85,75,130,115,95
0787,Tapu Bulu,Grass Fairy,7,570,70,130,115,85,95,75
0788,Tapu Fini,Water Fairy,7,570,70,75,115,95,130,85
0789,Cosmog,Psychic,7,200,43,29,31,29,31,37
0790,Cosmoem,Psychic,7,400,43,29,131,29,131,37
0791,Solgaleo,Psychic Steel,7,680,137,137,107,113,89,97
0792,Lunala,Psychic Ghost,7,680,137,113,89,137,107,97
0793,Nihilego,Rock Poison,7,570,109,53,47,127,131,103
0794,Buzzwole,Bug Fighting,7,570,107,139,139,53,53,79
0795,Pheromosa,Bug Fighting,7,570,71,137,37,137,37,151
0796,Xurkitree,Electric,7,570,83,89,71,173,71,83
0797,Celesteela,Steel Flying,7,570,97,101,103,107,101,61
0798,Kartana,Grass Steel,7,570,59,181,131,59,31,109
0799,Guzzlord,Dark Dragon,7,570,223,101,53,97,53,43
0800,Necrozma,Psychic,7,600,97,107,101,127,89,79
0800,Necrozma Dusk Mane Necrozma,Psychic Steel,7,680,97,157,127,113,109,77
0800,Necrozma Dawn Wings Necrozma,Psychic Ghost,7,680,97,113,109,157,127,77
0800,Necrozma Ultra Necrozma,Psychic Dragon,7,754,97,167,97,167,97,129
0801,Magearna,Steel Fairy,7,600,80,95,115,130,115,65
0802,Marshadow,Fighting Ghost,7,600,90,125,80,90,90,125
0803,Poipole,Poison,7,420,67,73,67,73,67,73
0804,Naganadel,Poison Dragon,7,540,73,73,73,127,73,121
0805,Stakataka,Rock Steel,7,570,61,131,211,53,101,13
0806,Blacephalon,Fire Ghost,7,570,53,127,53,151,79,107
0807,Zeraora,Electric,7,600,88,112,75,102,80,143
0808,Meltan,Steel,7,300,46,65,65,55,35,34
0809,Melmetal,Steel,7,600,135,143,143,80,65,34
0810,Grookey,Grass,8,310,50,65,50,40,40,65
0811,Thwackey,Grass,8,420,70,85,70,55,60,80
0812,Rillaboom,Grass,8,530,100,125,90,60,70,85
0813,Scorbunny,Fire,8,310,50,71,40,40,40,69
0814,Raboot,Fire,8,420,65,86,60,55,60,94
0815,Cinderace,Fire,8,530,80,116,75,65,75,119
0816,Sobble,Water,8,310,50,40,40,70,40,70
0817,Drizzile,Water,8,420,65,60,55,95,55,90
0818,Inteleon,Water,8,530,70,85,65,125,65,120
0819,Skwovet,Normal,8,275,70,55,55,35,35,25
0820,Greedent,Normal,8,460,120,95,95,55,75,20
0821,Rookidee,Flying,8,245,38,47,35,33,35,57
0822,Corvisquire,Flying,8,365,68,67,55,43,55,77
0823,Corviknight,Flying Steel,8,495,98,87,105,53,85,67
0824,Blipbug,Bug,8,180,25,20,20,25,45,45
0825,Dottler,Bug Psychic,8,335,50,35,80,50,90,30
0826,Orbeetle,Bug Psychic,8,505,60,45,110,80,120,90
0827,Nickit,Dark,8,245,40,28,28,47,52,50
0828,Thievul,Dark,8,455,70,58,58,87,92,90
0829,Gossifleur,Grass,8,250,40,40,60,40,60,10
0830,Eldegoss,Grass,8,460,60,50,90,80,120,60
0831,Wooloo,Normal,8,270,42,40,55,40,45,48
0832,Dubwool,Normal,8,490,72,80,100,60,90,88
0833,Chewtle,Water,8,284,50,64,50,38,38,44
0834,Drednaw,Water Rock,8,485,90,115,90,48,68,74
0835,Yamper,Electric,8,270,59,45,50,40,50,26
0836,Boltund,Electric,8,490,69,90,60,90,60,121
0837,Rolycoly,Rock,8,240,30,40,50,40,50,30
0838,Carkol,Rock Fire,8,410,80,60,90,60,70,50
0839,Coalossal,Rock Fire,8,510,110,80,120,80,90,30
0840,Applin,Grass Dragon,8,260,40,40,80,40,40,20
0841,Flapple,Grass Dragon,8,485,70,110,80,95,60,70
0842,Appletun,Grass Dragon,8,485,110,85,80,100,80,30
0843,Silicobra,Ground,8,315,52,57,75,35,50,46
0844,Sandaconda,Ground,8,510,72,107,125,65,70,71
0845,Cramorant,Flying Water,8,475,70,85,55,85,95,85
0846,Arrokuda,Water,8,280,41,63,40,40,30,66
0847,Barraskewda,Water,8,490,61,123,60,60,50,136
0848,Toxel,Electric Poison,8,242,40,38,35,54,35,40
0849,Toxtricity Amped Form,Electric Poison,8,502,75,98,70,114,70,75
0849,Toxtricity Low Key Form,Electric Poison,8,502,75,98,70,114,70,75
0850,Sizzlipede,Fire Bug,8,305,50,65,45,50,50,45
0851,Centiskorch,Fire Bug,8,525,100,115,65,90,90,65
0852,Clobbopus,Fighting,8,310,50,68,60,50,50,32
0853,Grapploct,Fighting,8,480,80,118,90,70,80,42
0854,Sinistea,Ghost,8,308,40,45,45,74,54,50
0855,Polteageist,Ghost,8,508,60,65,65,134,114,70
0856,Hatenna,Psychic,8,265,42,30,45,56,53,39
0857,Hattrem,Psychic,8,370,57,40,65,86,73,49
0858,Hatterene,Psychic Fairy,8,510,57,90,95,136,103,29
0859,Impidimp,Dark Fairy,8,265,45,45,30,55,40,50
0860,Morgrem,Dark Fairy,8,370,65,60,45,75,55,70
0861,Grimmsnarl,Dark Fairy,8,510,95,120,65,95,75,60
0862,Obstagoon,Dark Normal,8,520,93,90,101,60,81,95
0863,Perrserker,Steel,8,440,70,110,100,50,60,50
0864,Cursola,Ghost,8,510,60,95,50,145,130,30
0865,Sirfetch'd,Fighting,8,507,62,135,95,68,82,65
0866,Mr. Rime,Ice Psychic,8,520,80,85,75,110,100,70
0867,Runerigus,Ground Ghost,8,483,58,95,145,50,105,30
0868,Milcery,Fairy,8,270,45,40,40,50,61,34
0869,Alcremie,Fairy,8,495,65,60,75,110,121,64
0870,Falinks,Fighting,8,470,65,100,100,70,60,75
0871,Pincurchin,Electric,8,435,48,101,95,91,85,15
0872,Snom,Ice Bug,8,185,30,25,35,45,30,20
0873,Frosmoth,Ice Bug,8,475,70,65,60,125,90,65
0874,Stonjourner,Rock,8,470,100,125,135,20,20,70
0875,Eiscue Ice Face,Ice,8,470,75,80,110,65,90,50
0875,Eiscue Noice Face,Ice,8,470,75,80,70,65,50,130
0876,Indeedee Male,Psychic Normal,8,475,60,65,55,105,95,95
0876,Indeedee Female,Psychic Normal,8,475,70,55,65,95,105,85
0877,Morpeko Full Belly Mode,Electric Dark,8,436,58,95,58,70,58,97
0877,Morpeko Hangry Mode,Electric Dark,8,436,58,95,58,70,58,97
0878,Cufant,Steel,8,330,72,80,49,40,49,40
0879,Copperajah,Steel,8,500,122,130,69,80,69,30
0880,Dracozolt,Electric Dragon,8,505,90,100,90,80,70,75
0881,Arctozolt,Electric Ice,8,505,90,100,90,90,80,55
0882,Dracovish,Water Dragon,8,505,90,90,100,70,80,75
0883,Arctovish,Water Ice,8,505,90,90,100,80,90,55
0884,Duraludon,Steel Dragon,8,535,70,95,115,120,50,85
0885,Dreepy,Dragon Ghost,8,270,28,60,30,40,30,82
0886,Drakloak,Dragon Ghost,8,410,68,80,50,60,50,102
0887,Dragapult,Dragon Ghost,8,600,88,120,75,100,75,142
0888,Zacian Hero of Many Battles,Fairy,8,660,92,120,115,80,115,138
0888,Zacian Crowned Sword,Fairy Steel,8,700,92,150,115,80,115,148
0889,Zamazenta Hero of Many Battles,Fighting,8,660,92,120,115,80,115,138
0889,Zamazenta Crowned Shield,Fighting Steel,8,700,92,120,140,80,140,128
0890,Eternatus,Poison Dragon,8,690,140,85,95,145,95,130
0890,Eternatus Eternamax,Poison Dragon,8,1125,255,115,250,125,250,130
0891,Kubfu,Fighting,8,385,60,90,60,53,50,72
0892,Urshifu Single Strike Style,Fighting Dark,8,550,100,130,100,63,60,97
0892,Urshifu Rapid Strike Style,Fighting Water,8,550,100,130,100,63,60,97
0893,Zarude,Dark Grass,8,600,105,120,105,70,95,105
0894,Regieleki,Electric,8,580,80,100,50,100,50,200
0895,Regidrago,Dragon,8,580,200,100,50,100,50,80
0896,Glastrier,Ice,8,580,100,145,130,65,110,30
0897,Spectrier,Ghost,8,580,100,65,60,145,80,130
0898,Calyrex,Psychic Grass,8,500,100,80,80,80,80,80
0898,Calyrex Ice Rider,Psychic Ice,8,680,100,165,150,85,130,50
0898,Calyrex Shadow Rider,Psychic Ghost,8,680,100,85,80,165,100,150
0899,Wyrdeer,Normal Psychic,8,525,103,105,72,105,75,65
0900,Kleavor,Bug Rock,8,500,70,135,95,45,70,85
0901,Ursaluna,Ground Normal,8,550,130,140,105,45,80,50
0901,Ursaluna Bloodmoon,Ground Normal,8,555,113,70,120,135,65,52
0902,Basculegion Male,Water Ghost,8,530,120,112,65,80,75,78
0902,Basculegion Female,Water Ghost,8,530,120,92,65,100,75,78
0903,Sneasler,Fighting Poison,8,510,80,130,60,40,80,120
0904,Overqwil,Dark Poison,8,510,85,115,95,65,65,85
0905,Enamorus Incarnate Forme,Fairy Flying,8,580,74,115,70,135,80,106
0905,Enamorus Therian Forme,Fairy Flying,8,580,74,115,110,135,100,46
0906,Sprigatito,Grass,9,310,40,61,54,45,45,65
0907,Floragato,Grass,9,410,61,80,63,60,63,83
0908,Meowscarada,Grass Dark,9,530,76,110,70,81,70,123
0909,Fuecoco,Fire,9,310,67,45,59,63,40,36
0910,Crocalor,Fire,9,411,81,55,78,90,58,49
0911,Skeledirge,Fire Ghost,9,530,104,75,100,110,75,66
0912,Quaxly,Water,9,310,55,65,45,50,45,50
0913,Quaxwell,Water,9,410,70,85,65,65,60,65
0914,Quaquaval,Water Fighting,9,530,85,120,80,85,75,85
0915,Lechonk,Normal,9,254,54,45,40,35,45,35
0916,Oinkologne Male,Normal,9,489,110,100,75,59,80,65
0916,Oinkologne Female,Normal,9,489,115,90,70,59,90,65
0917,Tarountula,Bug,9,210,35,41,45,29,40,20
0918,Spidops,Bug,9,404,60,79,92,52,86,35
0919,Nymble,Bug,9,210,33,46,40,21,25,45
0920,Lokix,Bug Dark,9,450,71,102,78,52,55,92
0921,Pawmi,Electric,9,240,45,50,20,40,25,60
0922,Pawmo,Electric Fighting,9,350,60,75,40,50,40,85
0923,Pawmot,Electric Fighting,9,490,70,115,70,70,60,105
0924,Tandemaus,Normal,9,305,50,50,45,40,45,75
0925,Maushold Family of Four,Normal,9,470,74,75,70,65,75,111
0925,Maushold Family of Three,Normal,9,470,74,75,70,65,75,111
0926,Fidough,Fairy,9,312,37,55,70,30,55,65
0927,Dachsbun,Fairy,9,477,57,80,115,50,80,95
0928,Smoliv,Grass Normal,9,260,41,35,45,58,51,30
0929,Dolliv,Grass Normal,9,354,52,53,60,78,78,33
0930,Arboliva,Grass Normal,9,510,78,69,90,125,109,39
0931,Squawkabilly Green Plumage,Normal Flying,9,417,82,96,51,45,51,92
0931,Squawkabilly Blue Plumage,Normal Flying,9,417,82,96,51,45,51,92
0931,Squawkabilly Yellow Plumage,Normal Flying,9,417,82,96,51,45,51,92
0931,Squawkabilly White Plumage,Normal Flying,9,417,82,96,51,45,51,92
0932,Nacli,Rock,9,280,55,55,75,35,35,25
0933,Naclstack,Rock,9,355,60,60,100,35,65,35
0934,Garganacl,Rock,9,500,100,100,130,45,90,35
0935,Charcadet,Fire,9,255,40,50,40,50,40,35
0936,Armarouge,Fire Psychic,9,525,85,60,100,125,80,75
0937,Ceruledge,Fire Ghost,9,525,75,125,80,60,100,85
0938,Tadbulb,Electric,9,272,61,31,41,59,35,45
0939,Bellibolt,Electric,9,495,109,64,91,103,83,45
0940,Wattrel,Electric Flying,9,280,40,40,35,55,40,70
0941,Kilowattrel,Electric Flying,9,490,70,70,60,105,60,125
0942,Maschiff,Dark,9,340,60,78,60,40,51,51
0943,Mabosstiff,Dark,9,505,80,120,90,60,70,85
0944,Shroodle,Poison Normal,9,290,40,65,35,40,35,75
0945,Grafaiai,Poison Normal,9,485,63,95,65,80,72,110
0946,Bramblin,Grass Ghost,9,275,40,65,30,45,35,60
0947,Brambleghast,Grass Ghost,9,480,55,115,70,80,70,90
0948,Toedscool,Ground Grass,9,335,40,40,35,50,100,70
0949,Toedscruel,Ground Grass,9,515,80,70,65,80,120,100
0950,Klawf,Rock,9,450,70,100,115,35,55,75
0951,Capsakid,Grass,9,304,50,62,40,62,40,50
0952,Scovillain,Grass Fire,9,486,65,108,65,108,65,75
0953,Rellor,Bug,9,270,41,50,60,31,58,30
0954,Rabsca,Bug Psychic,9,470,75,50,85,115,100,45
0955,Flittle,Psychic,9,255,30,35,30,55,30,75
0956,Espathra,Psychic,9,481,95,60,60,101,60,105
0957,Tinkatink,Fairy Steel,9,297,50,45,45,35,64,58
0958,Tinkatuff,Fairy Steel,9,380,65,55,55,45,82,78
0959,Tinkaton,Fairy Steel,9,506,85,75,77,70,105,94
0960,Wiglett,Water,9,245,10,55,25,35,25,95
0961,Wugtrio,Water,9,425,35,100,50,50,70,120
0962,Bombirdier,Flying Dark,9,485,70,103,85,60,85,82
0963,Finizen,Water,9,315,70,45,40,45,40,75
0964,Palafin Zero Form,Water,9,457,100,70,72,53,62,100
0964,Palafin Hero Form,Water,9,650,100,160,97,106,87,100
0965,Varoom,Steel Poison,9,300,45,70,63,30,45,47
0966,Revavroom,Steel Poison,9,500,80,119,90,54,67,90
0967,Cyclizar,Dragon Normal,9,501,70,95,65,85,65,121
0968,Orthworm,Steel,9,480,70,85,145,60,55,65
0969,Glimmet,Rock Poison,9,350,48,35,42,105,60,60
0970,Glimmora,Rock Poison,9,525,83,55,90,130,81,86
0971,Greavard,Ghost,9,290,50,61,60,30,55,34
0972,Houndstone,Ghost,9,488,72,101,100,50,97,68
0973,Flamigo,Flying Fighting,9,500,82,115,74,75,64,90
0974,Cetoddle,Ice,9,334,108,68,45,30,40,43
0975,Cetitan,Ice,9,521,170,113,65,45,55,73
0976,Veluza,Water Psychic,9,478,90,102,73,78,65,70
0977,Dondozo,Water,9,530,150,100,115,65,65,35
0978,Tatsugiri Curly Form,Dragon Water,9,475,68,50,60,120,95,82
0978,Tatsugiri Droopy Form,Dragon Water,9,475,68,50,60,120,95,82
0978,Tatsugiri Stretchy Form,Dragon Water,9,475,68,50,60,120,95,82
0979,Annihilape,Fighting Ghost,9,535,110,115,80,50,90,90
0980,Clodsire,Poison Ground,9,430,130,75,60,45,100,20
0981,Farigiraf,Normal Psychic,9,520,120,90,70,110,70,60
0982,Dudunsparce Two-Segment Form,Normal,9,520,125,100,80,85,75,55
0982,Dudunsparce Three-Segment Form,Normal,9,520,125,100,80,85,75,55
0983,Kingambit,Dark Steel,9,550,100,135,120,60,85,50
0984,Great Tusk,Ground Fighting,9,570,115,131,131,53,53,87
0985,Scream Tail,Fairy Psychic,9,570,115,65,99,65,115,111
0986,Brute Bonnet,Grass Dark,9,570,111,127,99,79,99,55
0987,Flutter Mane,Ghost Fairy,9,570,55,55,55,135,135,135
0988,Slither Wing,Bug Fighting,9,570,85,135,79,85,105,81
0989,Sandy Shocks,Electric Ground,9,570,85,81,97,121,85,101
0990,Iron Treads,Ground Steel,9,570,90,112,120,72,70,106
0991,Iron Bundle,Ice Water,9,570,56,80,114,124,60,136
0992,Iron Hands,Fighting Electric,9,570,154,140,108,50,68,50
0993,Iron Jugulis,Dark Flying,9,570,94,80,86,122,80,108
0994,Iron Moth,Fire Poison,9,570,80,70,60,140,110,110
0995,Iron Thorns,Rock Electric,9,570,100,134,110,70,84,72
0996,Frigibax,Dragon Ice,9,320,65,75,45,35,45,55
0997,Arctibax,Dragon Ice,9,423,90,95,66,45,65,62
0998,Baxcalibur,Dragon Ice,9,600,115,145,92,75,86,87
0999,Gimmighoul Chest Form,Ghost,9,300,45,30,70,75,70,10
0999,Gimmighoul Roaming Form,Ghost,9,300,45,30,25,75,45,80
1000,Gholdengo,Steel Ghost,9,550,87,60,95,133,91,84
1001,Wo-Chien,Dark Grass,9,570,85,85,100,95,135,70
1002,Chien-Pao,Dark Ice,9,570,80,120,80,90,65,135
1003,Ting-Lu,Dark Ground,9,570,155,110,125,55,80,45
1004,Chi-Yu,Dark Fire,9,570,55,80,80,135,120,100
1005,Roaring Moon,Dragon Dark,9,590,105,139,71,55,101,119
1006,Iron Valiant,Fairy Fighting,9,590,74,130,90,120,60,116
1007,Koraidon,Fighting Dragon,9,670,100,135,115,85,100,135
1008,Miraidon,Electric Dragon,9,670,100,85,100,135,115,135
1009,Walking Wake,Water Dragon,9,590,99,83,91,125,83,109
1010,Iron Leaves,Grass Psychic,9,590,90,130,88,70,108,104
1011,Dipplin,Grass Dragon,9,485,80,80,110,95,80,40
1012,Poltchageist,Grass Ghost,9,308,40,45,45,74,54,50
1013,Sinistcha,Grass Ghost,9,508,71,60,106,121,80,70
1014,Okidogi,Poison Fighting,9,555,88,128,115,58,86,80
1015,Munkidori,Poison Psychic,9,555,88,75,66,130,90,106
1016,Fezandipiti,Poison Fairy,9,555,88,91,82,70,125,99
1017,Ogerpon Teal Mask,Grass,9,550,80,120,84,60,96,110
1017,Ogerpon Wellspring Mask,Grass Water,9,550,80,120,84,60,96,110
1017,Ogerpon Hearthflame Mask,Grass Fire,9,550,80,120,84,60,96,110
1017,Ogerpon Cornerstone Mask,Grass Rock,9,550,80,120,84,60,96,110
1018,Archaludon,Steel Dragon,9,600,90,105,130,125,65,85
1019,Hydrapple,Grass Dragon,9,540,106,80,110,120,80,44
1020,Gouging Fire,Fire Dragon,9,590,105,115,121,65,93,91
1021,Raging Bolt,Electric Dragon,9,590,125,73,91,137,89,75
1022,Iron Boulder,Rock Psychic,9,590,90,120,80,68,108,124
1023,Iron Crown,Steel Psychic,9,590,90,72,100,122,108,98
1024,Terapagos Normal Form,Normal,9,450,90,65,85,65,85,60
1024,Terapagos Terastal Form,Normal,9,600,95,95,110,105,110,85
1024,Terapagos Stellar Form,Normal,9,700,160,105,110,130,110,85
1025,Pecharunt,Poison Ghost,9,600,88,88,160,88,88,88
