TM,Move,Type,Category,PP,Power,Accuracy,Range,Effect
663,Venoshock,Poison,Special,10,7,100%,1,Inflicts double damage if the target is poisoned.
664,Agility,Psychic,Status,30,N/A,—,Allies,Sharply raises user's Speed.
665,Ally Switch,Psychic,Status,15,N/A,—,Self,User switches with opposite teammate.
666,Amnesia,Psychic,Status,20,N/A,—,Self,Sharply raises user's Special Defense.
667,Barrier,Psychic,Status,20,N/A,—,Self,Sharply raises user's Defense.
668,Calm Mind,Psychic,Status,20,N/A,—,Self,Raises user's Special Attack and Special Defense.
669,Confusion,Psychic,Special,25,5,100%,1,May confuse opponent.
670,Cosmic Power,Psychic,Status,20,N/A,—,1,Raises user's Defense and Special Defense.
671,Dream Eater,Psychic,Special,15,10,100%,1,User recovers half the HP inflicted on a sleeping opponent.
672,Eerie Spell,Psychic,Special,5,8,100%,1,Deals damage and reduces opponent's PP.
673,Esper Wing,Psychic,Special,10,8,100%,1,High critical hit ratio. Raises user's Speed.
674,Expanding Force,Psychic,Special,10,8,100%,Room,Increases power and hits all opponents on Psychic Terrain.
675,Extrasensory,Psychic,Special,20,8,100%,1,May cause flinching.
676,Freezing Glare,Psychic,Special,10,9,100%,1,May freeze opponent.
677,Future Sight,Psychic,Special,10,12,100%,1,Damage occurs 2 turns later.
678,Gravity,Psychic,Status,5,N/A,—,Floor,Prevents moves like Fly and Bounce and the Ability Levitate for 5 turns.
679,Guard Split,Psychic,Status,10,N/A,—,1D,Averages Defense and Special Defense with the target.
680,Guard Swap,Psychic,Status,10,N/A,—,1D,User and opponent swap Defense and Special Defense.
681,Heal Block,Psychic,Status,15,N/A,100%,Room,Prevents the opponent from restoring HP for 5 turns.
682,Heal Pulse,Psychic,Status,10,N/A,—,10,Restores half the target's max HP.
683,Healing Wish,Psychic,Status,10,N/A,—,Allies,The user faints and the next Pokémon released is fully healed.
684,Heart Stamp,Psychic,Physical,25,6,100%,1,May cause flinching.
685,Heart Swap,Psychic,Status,10,N/A,—,1D,Stat changes are swapped with the opponent.
686,Hyperspace Hole,Psychic,Special,5,8,—,10,Can strike through Protect/Detect.
687,Hypnosis,Psychic,Status,20,N/A,60%,1,Puts opponent to sleep.
688,Imprison,Psychic,Status,10,N/A,—,Floor,Opponent is unable to use moves that the user also knows.
689,Instruct,Psychic,Status,15,N/A,—,Self,Allows an ally to use a move instead.
690,Kinesis,Psychic,Status,15,N/A,80%,1,Lowers opponent's Accuracy.
691,Light Screen,Psychic,Status,30,N/A,—,Allies,Halves damage from Special attacks for 5 turns.
692,Lumina Crash,Psychic,Special,10,8,100%,1,Harshly lowers target’s Special Defense.
693,Lunar Blessing,Psychic,Status,5,N/A,—,Self,Heals user's status conditions and recovers HP.
694,Lunar Dance,Psychic,Status,10,N/A,—,Allies,The user faints but the next Pokémon released is fully healed.
695,Luster Purge,Psychic,Special,5,7,100%,Burst,May lower opponent's Special Defense.
696,Magic Coat,Psychic,Status,15,N/A,—,Allies,Reflects moves that cause status conditions back to the attacker.
697,Magic Powder,Psychic,Status,20,N/A,100%,Burst,Changes target's type to Psychic.
698,Magic Room,Psychic,Status,10,N/A,—,Floor,Suppresses the effects of held items for five turns.
699,Meditate,Psychic,Status,40,N/A,—,Self,Raises user's Attack.
700,Miracle Eye,Psychic,Status,40,N/A,—,1,"Resets opponent's Evasiveness, removes Dark's Psychic immunity."
701,Mirror Coat,Psychic,Special,20,N/A,100%,Self,"When hit by a Special Attack, user strikes back with 2x power."
702,Mist Ball,Psychic,Special,5,7,100%,10,May lower opponent's Special Attack.
703,Mystical Power,Psychic,Special,10,7,90%,1,Raises user's Special Attack.
704,Photon Geyser,Psychic,Special,5,10,100%,2,"Uses Attack or Special Attack stat, whichever is higher."
705,Power Split,Psychic,Status,10,N/A,—,1D,Averages Attack and Special Attack with the target.
706,Power Swap,Psychic,Status,10,N/A,—,1D,User and opponent swap Attack and Special Attack.
707,Power Trick,Psychic,Status,10,N/A,—,Self,User's own Attack and Defense switch.
708,Prismatic Laser,Psychic,Special,10,16,100%,10P,The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.
709,Psybeam,Psychic,Special,20,7,100%,10,May confuse opponent.
710,Psyblade,Psychic,Physical,15,8,100%,1,Power increases on Electric Terrain.
711,Psychic,Psychic,Special,10,9,100%,1,May lower opponent's Special Defense.
712,Psychic Fangs,Psychic,Physical,10,9,100%,1,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.
713,Psychic Noise,Psychic,Special,10,8,100%,1D,Deals damage and prevents target from healing.
714,Psychic Terrain,Psychic,Status,10,N/A,—,Floor,Prevents priority moves from being used for 5 turns.
715,Psycho Boost,Psychic,Special,5,14,90%,10,Sharply lowers user's Special Attack.
716,Psycho Cut,Psychic,Physical,20,7,100%,1D,High critical hit ratio.
717,Psycho Shift,Psychic,Status,10,N/A,100%,1,Transfers user's status condition to the opponent.
718,Psyshield Bash,Psychic,Physical,10,7,90%,1,Raises user's Defense and Special Defense.
719,Psyshock,Psychic,Special,10,8,100%,1,"Inflicts damage based on the target's Defense, not Special Defense."
720,Psystrike,Psychic,Special,10,10,100%,1,"Inflicts damage based on the target's Defense, not Special Defense."
721,Psywave,Psychic,Special,15,N/A,100%,1D,Inflicts damage 5—-15—% of user's level.
722,Reflect,Psychic,Status,20,N/A,—,Allies,Halves damage from Physical attacks for 5 turns.
723,Rest,Psychic,Status,5,N/A,—,Self,"User sleeps for 2 turns, but user is fully healed."
724,Role Play,Psychic,Status,10,N/A,—,1,User copies the opponent's Ability.
725,Skill Swap,Psychic,Status,10,N/A,—,1D,The user swaps Abilities with the opponent.
726,Speed Swap,Psychic,Status,10,N/A,—,1,The user exchanges Speed stats with the target.
727,Stored Power,Psychic,Special,10,2,100%,1,Power increases when user's stats have been raised.
728,Synchronoise,Psychic,Special,10,12,100%,Burst,Hits any Pokémon that shares a type with the user.
729,Take Heart,Psychic,Status,15,N/A,—,Self,Heals user's status conditions and raises its stats.
730,Telekinesis,Psychic,Status,15,N/A,—,1,"Ignores opponent's Evasiveness for three turns, add Ground immunity."
731,Teleport,Psychic,Status,20,N/A,—,Self,Allows user to flee wild battles; also warps player to last PokéCenter.
732,Trick,Psychic,Status,10,N/A,100%,1,Swaps held items with the opponent.
733,Trick Room,Psychic,Status,5,N/A,—,Floor,Slower Pokémon move first in the turn for 5 turns.
734,Twin Beam,Psychic,Special,10,4,100%,10,Hits twice in one turn.
735,Wonder Room,Psychic,Status,10,N/A,—,Floor,Swaps every Pokémon's Defense and Special Defense for 5 turns.
736,Zen Headbutt,Psychic,Physical,15,8,90%,1,May cause flinching.
737,Accelerock,Rock,Physical,20,4,100%,2,User attacks first.
738,Ancient Power,Rock,Special,5,6,100%,1D,May raise all user's stats at once.
739,Diamond Storm,Rock,Physical,5,10,95%,Burst,May sharply raise user's Defense.
740,Head Smash,Rock,Physical,5,15,80%,1,User receives recoil damage.
741,Meteor Beam,Rock,Special,10,12,90%,10,"User gathers space power and boosts its Sp. Atk stat, then attacks the target on the next turn."
742,Mighty Cleave,Rock,Physical,5,10,100%,1,—
743,Power Gem,Rock,Special,20,8,100%,1D,—
744,Rock Blast,Rock,Physical,10,3,90%,1D,Hits 2-5 times in one turn.
745,Rock Polish,Rock,Status,20,N/A,—,Self,Sharply raises user's Speed.
746,Rock Slide,Rock,Physical,10,8,90%,1,May cause flinching.
747,Rock Throw,Rock,Physical,15,5,90%,1,—
748,Rock Tomb,Rock,Physical,15,6,95%,1,Lowers opponent's Speed.
749,Rock Wrecker,Rock,Physical,5,15,90%,10,User must recharge next turn.
750,Rollout,Rock,Physical,20,3,90%,1,Doubles in power each turn for 5 turns.
751,Salt Cure,Rock,Physical,15,4,100%,1,Deals damage each turn; Steel and Water types are more affected.
752,Sandstorm,Rock,Status,10,N/A,—,Floor,Creates a sandstorm for 5 turns.
753,Smack Down,Rock,Physical,15,5,100%,1,Makes Flying-type Pokémon vulnerable to Ground moves.
754,Stealth Rock,Rock,Status,20,N/A,—,5A,Damages opponents switching into battle.
755,Stone Axe,Rock,Physical,15,7,90%,1,Sets up Stealth Rock.
756,Stone Edge,Rock,Physical,5,10,80%,1,High critical hit ratio.
757,Tar Shot,Rock,Status,15,N/A,100%,10,Lowers the opponent's Speed and makes them weaker to Fire-type moves.
758,Wide Guard,Rock,Status,10,N/A,—,Allies,Protects the user's team from multi-target attacks.
759,Anchor Shot,Steel,Physical,20,8,100%,2D,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.
760,Autotomize,Steel,Status,15,N/A,—,Self,Reduces weight and sharply raises Speed.
761,Behemoth Bash,Steel,Physical,5,10,100%,1,Damage doubles if target is Dynamaxed.
762,Behemoth Blade,Steel,Physical,5,10,100%,1,Damage doubles if target is Dynamaxed.
763,Bullet Punch,Steel,Physical,30,4,100%,2,User attacks first.
764,Doom Desire,Steel,Special,5,14,100%,Room,Damage occurs 2 turns later.
765,Double Iron Bash,Steel,Physical,5,6,100%,1,Hits twice in one turn; may cause flinching.
766,Flash Cannon,Steel,Special,10,8,100%,1,May lower opponent's Special Defense.
767,Gear Grind,Steel,Physical,15,5,85%,1,Hits twice in one turn.
768,Gear Up,Steel,Status,20,N/A,—,Self,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.
769,Gigaton Hammer,Steel,Physical,5,16,100%,1,Cannot be used twice in a row.
770,Gyro Ball,Steel,Physical,5,N/A,100%,1,"The slower the user, the stronger the attack."
771,Hard Press,Steel,Physical,10,N/A,100%,1,—
772,Heavy Slam,Steel,Physical,10,N/A,100%,1,"The heavier the user, the stronger the attack."
773,Iron Defense,Steel,Status,15,N/A,—,Self,Sharply raises user's Defense.
774,Iron Head,Steel,Physical,15,8,100%,1,May cause flinching.
775,Iron Tail,Steel,Physical,15,10,75%,1,May lower opponent's Defense.
776,King's Shield,Steel,Status,10,N/A,—,Self,Protects the user and lowers opponent's Attack on contact.
777,Magnet Bomb,Steel,Physical,20,6,—,1,Ignores Accuracy and Evasiveness.
778,Make It Rain,Steel,Special,5,12,100%,1,Lowers user's Special Attack. Money is earned after the battle.
779,Metal Burst,Steel,Physical,10,N/A,100%,Self,Deals damage equal to 1.5x opponent's attack.
780,Metal Claw,Steel,Physical,35,5,95%,1,May raise user's Attack.
781,Metal Sound,Steel,Status,40,N/A,85%,1D,Sharply lowers opponent's Special Defense.
782,Meteor Mash,Steel,Physical,10,9,90%,1,May raise user's Attack.
783,Mirror Shot,Steel,Special,10,7,85%,1D,May lower opponent's Accuracy.
784,Shelter,Steel,Status,10,N/A,—,Self,Raises user's Defense.
785,Shift Gear,Steel,Status,10,N/A,—,Self,Raises user's Attack and sharply raises Speed.
786,Smart Strike,Steel,Physical,10,7,—,1D,The user stabs the target with a sharp horn. This attack never misses.
787,Spin Out,Steel,Physical,5,10,100%,Burst,Harshly lowers user’s Speed.
788,Steel Beam,Steel,Special,5,14,95%,10,User loses 50% of its HP.
789,Steel Roller,Steel,Physical,5,13,100%,1,Fails if no Terrain in effect.
790,Steel Wing,Steel,Physical,25,7,90%,1,May raise user's Defense.
791,Sunsteel Strike,Steel,Physical,5,10,100%,2,Ignores the target's ability.
792,Tachyon Cutter,Steel,Special,10,5,—%,1,Guaranteed to hit twice in a row.
793,Aqua Cutter,Water,Physical,20,7,100%,10,High critical hit ratio.
794,Aqua Jet,Water,Physical,20,4,100%,2,User attacks first.
795,Aqua Ring,Water,Status,20,N/A,—,Self,Restores a little HP each turn.
796,Aqua Step,Water,Physical,10,8,100%,1,Raises user's Speed.
797,Aqua Tail,Water,Physical,10,9,90%,1,—
798,Brine,Water,Special,10,7,100%,1,Power doubles if opponent's HP is less than 5—%.
799,Bubble,Water,Special,30,4,100%,10,May lower opponent's Speed.
800,Bubble Beam,Water,Special,20,7,100%,10,May lower opponent's Speed.
801,Chilling Water,Water,Special,20,5,100%,1,Lowers opponent's Attack.
802,Clamp,Water,Physical,15,4,85%,1,"Traps opponent, damaging them for 4-5 turns."
803,Crabhammer,Water,Physical,10,10,90%,1,High critical hit ratio.
804,Dive,Water,Physical,10,8,100%,1,"Dives underwater on first turn, attacks on second turn."
805,Fishious Rend,Water,Physical,10,9,100%,1,"If the user attacks before the target, the power of this move is doubled."
806,Flip Turn,Water,Physical,20,6,100%,2,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
807,Hydro Cannon,Water,Special,5,15,90%,10P,User must recharge next turn.
808,Hydro Pump,Water,Special,5,11,80%,10P,—
809,Hydro Steam,Water,Special,15,8,100%,1,Power increases in harsh sunlight.
810,Jet Punch,Water,Physical,15,6,100%,2,Always goes first.
811,Life Dew,Water,Status,10,N/A,—,Allies,User and teammates recover HP.
812,Liquidation,Water,Physical,10,9,100%,10,May lower opponent's Defense.
813,Muddy Water,Water,Special,10,9,85%,All Room,May lower opponent's Accuracy.
814,Octazooka,Water,Special,10,7,85%,10,May lower opponent's Accuracy.
815,Origin Pulse,Water,Special,10,11,85%,Burst,Hits all adjacent opponents.
816,Rain Dance,Water,Status,5,N/A,—,Floor,Makes it rain for 5 turns.
817,Razor Shell,Water,Physical,10,8,95%,1,May lower opponent's Defense.
818,Scald,Water,Special,15,8,100%,1D,May burn opponent.
819,Snipe Shot,Water,Special,15,8,100%,10,Ignores moves and abilities that draw in moves. High critical hit ratio.
820,Soak,Water,Status,20,N/A,100%,1,Changes the target's type to water.
821,Sparkling Aria,Water,Special,10,9,100%,2D,Heals the burns of its target.
822,Steam Eruption,Water,Special,5,11,95%,1,May burn opponent.
823,Surf,Water,Special,15,9,100%,All Room,Hits all adjacent Pokémon.
824,Surging Strikes,Water,Physical,5,3,100%,1,Always results in a critical hit and ignores stat changes.
825,Triple Dive,Water,Physical,10,3,95%,1,Hits 3 times in a row.
826,Water Gun,Water,Special,25,4,100%,2D,—
827,Water Pledge,Water,Special,10,8,100%,1,Added effects appear if preceded by Fire Pledge or succeeded by Grass Pledge.
828,Water Pulse,Water,Special,20,6,100%,10,May confuse opponent.
829,Water Shuriken,Water,Special,20,2,100%,2D,Hits 2-5 times in one turn.
830,Water Sport,Water,Status,15,N/A,—,Floor,Weakens the power of Fire-type moves.
831,Water Spout,Water,Special,5,15,100%,Burst,"The higher the user's HP, the higher the damage caused."
832,Waterfall,Water,Physical,15,8,100%,1,May cause flinching.
833,Wave Crash,Water,Physical,10,12,100%,1D,User receives recoil damage.
834,Whirlpool,Water,Special,15,4,85%,1,"Traps opponent, damaging them for 4-5 turns."
835,Withdraw,Water,Status,40,N/A,—,Self,Raises user's Defense.
